1,5109.6855,10109.6854,85.0820,NLS
2,5000.0000,10000.0000,100.0000,NLS
3,5122.9497,9984.9742,94.0830,NLS
4,5109.6923,10109.6811,84.0815,STK1 NLS Dist: 0.008ft FILL 1.0
198,5190.3726,10082.7648,79.1461,IRF 1"
199,5084.0035,10148.4902,80.1874,RBF #5
200,4978.1425,9976.6309,101.1425,EIP 1" DIA.
201,5085.0104,9912.5043,101.8295,RBF #5
202,5065.7685,9924.5407,107.2882,FN1
203,5084.8465,9913.1735,105.5042,FN1
204,5104.3160,9944.3082,102.5722,FN1
205,5118.1434,9967.0745,96.6127,FN1
206,5132.5832,9990.1795,97.1298,FN1
207,5122.7510,9995.5233,97.1968,FN1 B FG
208,5119.2997,9997.9090,96.7074,FN1 FG E
209,5102.1746,10008.6731,100.6850,B DECK
210,5110.8145,10003.5463,99.3485,DECK
211,5102.8637,9990.2338,96.4455,DECK
212,5085.7372,10000.4968,96.8426,DECK
213,5088.4887,10005.1505,96.8321,DECK
214,5087.1021,10005.2230,96.2783,B STEP
215,5084.0373,10000.1128,96.3472,STEP
216,5089.4499,9996.7744,96.3141,STEP E
217,5088.8692,9995.7632,95.7358,B STEP
218,5082.3109,9999.5372,95.7646,STEP
219,5086.0314,10005.8134,95.7020,STEP
220,5073.1633,10113.9007,86.9871,EC
221,5099.3212,10151.8255,79.9376,EC
222,5099.8106,10161.7611,79.7719,EC E
223,5117.6245,10151.0883,79.4273,B EC1
224,5110.9943,10146.7872,80.0028,EC1
225,5082.6084,10106.6156,87.1838,EC1
226,5064.2212,10080.0782,91.7086,EC1
227,5065.2662,10069.9972,93.1652,EC1
228,5070.7223,10062.5386,94.4878,EC1 E
1000,5050.2559,9951.2324,108.9595,SHED
1001,5058.5813,9959.8535,106.5823,SHED
1002,5009.3461,9991.5918,103.9457,WELL
1003,5047.4721,9935.4938,107.8784,B FN B FN1
1004,5033.5798,9943.8379,107.3518,FN B FG
1005,5029.6426,9946.1877,107.2090,FN FG E
1006,4979.0227,9976.6681,103.1107,FN
1007,4994.6384,10002.0399,103.7549,FN
1008,5011.5685,10029.3695,101.3895,FN
1009,5011.5686,10029.3698,101.3894,FN
1010,5023.8316,10044.0895,98.4360,FN
1011,5030.9063,10039.3290,98.4496,FN B FG
1012,5040.1992,10034.2116,98.0879,FN FG E
1013,5052.6727,10026.9813,98.8718,FN E
1015,5053.1043,10026.6737,101.1667,BD
1016,5063.0772,10043.5289,100.0558,BD
1017,5060.8508,10044.8159,100.1244,BD
1018,5051.4259,10028.8965,94.7153,B EC
1019,5035.9969,10038.9977,94.3431,EC
1020,5026.8192,10046.7535,94.3449,EC
1021,5049.5199,10079.7466,92.2963,EC
1022,4999.9966,10000.0004,100.0068,SHED
1023,5085.4252,10006.7382,99.0121,EM
1024,5078.4679,10009.2695,97.8095,HVAC
1025,5088.6207,10005.4908,101.4206,BD
1026,5093.6699,10013.7547,101.4844,BD
1027,5102.1742,10008.6739,100.9034,BD
1028,5111.1588,10023.6859,101.0174,BD FACE @ CHIMNEY
1029,5113.1197,10022.5364,100.8229,CHIMNEY
1030,5115.9536,10027.2178,99.7579,CHIMNEY
1031,5116.1789,10032.1974,100.1080,BD
1032,5101.2497,10040.9591,98.9986,BD
1033,5099.3817,10037.9841,100.0533,BD
1034,5098.7429,10038.2968,100.0234,BD FACE
1035,5096.5012,10041.8261,99.5929,BD
1036,5088.3230,10046.5897,99.1740,BD FACE
1037,5088.7772,10052.2233,98.4197,BD
1038,5071.4556,10062.5411,98.3583,BD
1039,5097.4361,10044.2485,94.4205,PORCH COR
1040,5099.0960,10044.3589,95.3520,STEP FACE
1041,5100.0439,10043.8009,95.3857,STEP FACE
1042,5100.6431,10044.4329,94.7180,STEP FACE
1043,5099.3025,10045.2254,94.6765,STEP FACE
1044,5099.4467,10046.1235,94.0404,STEP FACE
1045,5101.1475,10045.1206,94.0873,STEP FACE
1046,5102.2632,10045.4772,93.7978,STEP
1047,5099.4009,10047.1722,93.7219,STEP
1048,5399.8353,9950.8245,83.8023,PP B OE
1049,5190.5302,10081.7499,88.3763,PP OE B OE1
1050,5213.5090,10140.8120,87.9475,PP OE1 E
1051,4976.9447,10213.0416,86.8521,PP OE E
1052,5190.7361,10084.0860,81.5229,TEL-PED
2002,588328.1498,1364701.3868,736.8966,NL #2
2199,588340.7763,1364746.1873,733.0690,RBF #5
